,Gene symbol,theoritical_peptide,Sum_of_intensity,iBAQ
1446,WP_000933331.1,34,3114947387.174501,91616099.62277944
1447,WP_000935311.1,33,3300933814.727197,100028297.41597567
1448,WP_000936204.1,25,421965936.2921001,16878637.451684
1449,WP_000937116.1,22,1881799.7066000002,85536.3503
1450,WP_000938817.1,47,139468363.25659996,2967411.984182978
1451,WP_000938871.1,7,128316785.6,18330969.37142857
1452,WP_000939462.1,4,1035827528.7200005,258956882.18000013
1453,WP_000940585.1,21,10305289517.961119,490728072.28386277
1454,WP_000940600.1,12,156573775.29139996,13047814.607616663
1455,WP_000940638.1,57,3736849933.04208,65558770.75512421
1456,WP_000942282.1,26,228440984.3950001,8786191.707500003
1457,WP_000943783.1,16,31426239.718000002,1964139.9823750001
1458,WP_000944038.1,24,93099542.556,3879147.6064999998
1459,WP_000944569.1,43,11356515735.8481,264105017.11274654
1460,WP_000944882.1,20,1688590028.6820996,84429501.43410498
1461,WP_000945708.1,50,1215022600.829,24300452.01658
1462,WP_000947424.1,69,26033715.878000006,377300.23011594213
1463,WP_000947641.1,31,261132668.4388,8423634.465767743
1464,WP_000947684.1,23,5637997561.2214,245130328.74875653
1465,WP_000947844.1,16,1644567938.8114,102785496.1757125
1466,WP_000947957.1,18,259747543.234,14430419.068555556
1467,WP_000948326.1,42,5044421709.084194,120105278.7877189
1468,WP_000949351.1,23,8444814193.599259,367165834.5043156
1469,WP_000950355.1,33,621606033.5969,18836546.472633332
1470,WP_000950835.1,17,222572075.57299998,13092475.03370588
1471,WP_000951509.1,21,253730353.24,12082397.773333333
1472,WP_000951976.1,26,93633124547.7715,3601274021.068135
1473,WP_000952676.1,59,33787093.519999996,572662.6020338982
1474,WP_000953879.1,11,30487851.008,2771622.818909091
1475,WP_000954148.1,24,1449915735.8868005,60413155.66195002
1476,WP_000956231.1,15,895428774.3569996,59695251.62379997
1477,WP_000956489.1,18,2501404938.6963997,138966941.03868887
1478,WP_000957005.1,12,4660982595.930197,388415216.3275164
1479,WP_000957839.1,10,664066918.5293999,66406691.852939986
1480,WP_000958086.1,39,506096192.7507999,12976825.455148716
1481,WP_000958883.1,44,370138848.77599984,8412246.563090906
1482,WP_000959052.1,40,52847691.03500001,1321192.2758750003
1483,WP_000959560.1,11,3491419155.859597,317401741.4417816
1484,WP_000960086.1,42,54291495.764,1292654.661047619
1485,WP_000960595.1,12,133729336.78400001,11144111.398666667
1486,WP_000964329.1,25,50382683.28803999,2015307.3315215996
1487,WP_000965203.1,47,74103378.516,1576667.628
1488,WP_000967288.1,29,18634511.362,642569.3573103448
1489,WP_000970449.1,22,961499749.1133999,43704534.05060908
1490,WP_000974282.1,16,96740747729.32161,6046296733.082601
1491,WP_000979308.1,27,473272296.2224,17528603.563792594
1492,WP_000979383.1,6,92157780.12799999,15359630.021333331
1493,WP_000980946.1,29,952734856.7812003,32852926.09590346
1494,WP_000985723.1,18,85705991.138,4761443.952111111
1495,WP_000986372.1,26,959427759.0663197,36901067.65639691
1496,WP_000989649.1,15,4453904.0,296926.93333333335
1497,WP_000990052.1,15,4538236.854,302549.1236
1498,WP_000990075.1,25,8288491669.901751,331539666.79607004
1499,WP_000990862.1,10,279601047.0391,27960104.70391
1500,WP_000991320.1,29,2901292187.7400007,100044558.19793107
1501,WP_000993253.1,43,24618746.038,572528.977627907
1502,WP_000993325.1,10,4822025022.6374035,482202502.26374036
1503,WP_000993603.1,27,710131672.0236,26301173.03791111
1504,WP_000995952.1,18,4977807264.268698,276544848.0149276
1505,WP_000995968.1,34,1529147970.6804001,44974940.31412941
1506,WP_000997518.1,51,89207283.42509998,1749162.4200999998
1507,WP_000997772.1,22,133093264.19939998,6049693.827245453
1508,WP_000998215.1,22,211515595.858,9614345.266272727
1509,WP_000998676.1,15,3261486038.420897,217432402.56139314
1510,WP_000998837.1,95,147865501774.74884,1556478966.0499878
1511,WP_000999999.1,20,1061732127.4497994,53086606.372489974
1512,WP_001000160.1,46,531762411.794,11560052.430304348
1513,WP_001001313.1,22,1768789160.1999993,80399507.28181815
1514,WP_001001361.1,13,15215874.028,1170451.8483076924
1515,WP_001001876.1,10,31243643175.717796,3124364317.5717797
1516,WP_001001943.1,26,552055294.5556601,21232895.944448467
1517,WP_001002663.1,14,4096503188.7361994,292607370.62401426
1518,WP_001002770.1,35,19635314627.69965,561008989.3628471
1519,WP_001004759.1,8,18650619.872,2331327.484
1520,WP_001005055.1,30,356119692.6220001,11870656.420733336
1521,WP_001005189.1,36,695536941.7287996,19320470.603577767
1522,WP_001005911.1,53,2730484.4278,51518.57410943397
1523,WP_001005981.1,19,1151057255.5127008,60581960.816457935
1524,WP_001007462.1,32,867778626.8060004,27118082.08768751
1525,WP_001007972.1,30,11390687148.186092,379689571.6062031
1526,WP_001008019.1,32,1874104472.1536024,58565764.754800074
1527,WP_001008596.1,27,295032312.7292,10927122.693674074
1528,WP_001008704.1,7,29789888.802,4255698.400285714
1529,WP_001009021.1,7,48888731.72,6984104.531428571
1530,WP_001009586.1,6,162705305.73399997,27117550.95566666
1531,WP_001010039.1,21,250792339.30359998,11942492.347790476
1532,WP_001010056.1,18,1683813.672,93545.204
1533,WP_001010148.1,26,3904149.856,150159.60984615385
1534,WP_001010184.1,12,46668296.14360001,3889024.678633334
1535,WP_001010929.1,12,225516375.462,18793031.2885
1536,WP_001011107.1,26,967084575.6267998,37195560.60103076
1537,WP_001011233.1,21,85326558.942,4063169.4734285716
1538,WP_001011312.1,27,459383937.28020006,17014219.899266668
1539,WP_001011583.1,53,4412887340.228979,83262025.28733923
1540,WP_001011675.1,23,3705192588.6544,161095329.94149566
1541,WP_001011734.1,18,761273788.5109999,42292988.250611104
1542,WP_001011905.1,44,1366477491.5005996,31056306.625013627
1543,WP_001012068.1,14,6728564272.219799,480611733.72998565
1544,WP_001012308.1,29,363810795.19899994,12545199.834448274
1545,WP_001012319.1,10,45618011.66,4561801.165999999
1546,WP_001012709.1,19,981791116.3092002,51673216.64785264
1547,WP_001013415.1,13,712502755.3324,54807904.25633846
1548,WP_001013490.1,21,214415822.24619997,10210277.249819046
1549,WP_001014491.1,12,811257717.6704,67604809.80586667
1550,WP_001014594.1,48,1169784673.9829998,24370514.041312497
1551,WP_001015338.1,17,317739.7308,18690.5724
1552,WP_001015340.1,37,52225865.96520001,1411509.8909513515
1553,WP_001015422.1,23,19934145468.91842,866701976.9094964
1554,WP_001015838.1,49,33620141.3114,686125.3328857142
1555,WP_001015901.1,56,2577730669.8169,46030904.818158925
1556,WP_001015936.1,166,15823262132.989645,95320856.2228292
1557,WP_001016365.1,36,67496864.5158,1874912.9032166665
1558,WP_001016431.1,63,1263166028.1008005,20050254.414298423
1559,WP_001018338.1,32,18273280118.37772,571040003.6993037
1560,WP_001018374.1,37,98333833.79460001,2657671.183637838
1561,WP_001019268.1,3,1145783011.865,381927670.62166667
1562,WP_001019283.1,8,2106144061.1552007,263268007.6444001
1563,WP_001020205.1,26,433894504.705,16688250.180961538
1564,WP_001020567.1,28,37194357878.39158,1328369924.2282708
1565,WP_001020828.1,7,1798753033.3248005,256964719.04640007
1566,WP_001021825.1,18,399078147.04199994,22171008.168999996
1567,WP_001021982.1,12,107900529.236,8991710.769666666
1568,WP_001022053.1,11,863045591.4212198,78458690.1292018
1569,WP_001022069.1,25,12667946.762,506717.87048
1570,WP_001022114.1,30,2519251655.93978,83975055.19799267
1571,WP_001022135.1,79,1332939757.8555005,16872655.162727855
1572,WP_001022430.1,22,1982596021.3721998,90118000.97146362
1573,WP_001022640.1,19,387477826.5204,20393569.816863157
1574,WP_001022662.1,21,114982657.818,5475364.658
1575,WP_001023250.1,12,3320865590.413101,276738799.20109177
1576,WP_001023796.1,3,352088434.0351,117362811.34503333
1577,WP_001024049.1,12,6965848.724,580487.3936666667
1578,WP_001024125.1,21,737735566.4102001,35130265.06715239
1579,WP_001024278.1,39,58676064.973,1504514.4864871795
1580,WP_001024432.1,6,5812725392.004659,968787565.3341098
1581,WP_001024549.1,40,3466550561.864004,86663764.0466001
1582,WP_001026144.1,26,81456180.15400001,3132930.0059230775
1583,WP_001026923.1,50,302937529.5312999,6058750.590625998
1584,WP_001027030.1,26,1444483453.6199994,55557055.90846152
1585,WP_001027464.1,7,23471143.132,3353020.4474285715
1586,WP_001028883.1,10,36115366241.964005,3611536624.1964006
1587,WP_001029784.1,22,7807513761.098396,354886989.1408362
1588,WP_001029804.1,50,768551200.9070001,15371024.018140001
1589,WP_001029963.1,39,164149085339.30853,4208950906.136116
1590,WP_001032431.1,28,42410840389.26774,1514672871.0452764
1591,WP_001032649.1,8,2039919623.52,254989952.94
1592,WP_001033987.1,27,307466255.24979997,11387639.083325924
1593,WP_001036162.1,13,8345589.63,641968.433076923
1594,WP_001038596.1,20,363736192.5199999,18186809.625999995
1595,WP_001038998.1,57,13063579631.364378,229185607.5677961
1596,WP_001040162.1,21,129789713.91000001,6180462.567142857
1597,WP_001040194.1,7,369560478.95760006,52794354.136800006
1598,WP_001040571.1,27,563362012676.8966,20865259728.77395
1599,WP_001042619.1,26,457878981.2895999,17610730.049599998
1600,WP_001043223.1,17,5061511095.672999,297735946.8042941
1601,WP_001045300.1,15,3445772045.094001,229718136.33960006
1602,WP_001045809.1,31,469055674.88499993,15130828.222096773
1603,WP_001046744.1,66,370068688.07080007,5607101.334406062
1604,WP_001046757.1,16,2179249711.6866,136203106.9804125
1605,WP_001047263.1,31,3982065856.509369,128453737.30675383
1606,WP_001047544.1,33,192624099.74799994,5837093.931757574
1607,WP_001047644.1,80,1962970189.119199,24537127.363989986
1608,WP_001047667.1,23,145507011.9928,6326391.8257739125
1609,WP_001049175.1,33,3040969395.8303986,92150587.75243632
1610,WP_001049205.1,52,2232243946.1522,42927768.19523462
1611,WP_001049247.1,12,12378801747.729595,1031566812.3107996
1612,WP_001049438.1,23,563755787.994,24511121.217130434
1613,WP_001049451.1,7,1065416447.0700599,152202349.58143714
1614,WP_001049563.1,17,50020243.51200001,2942367.2654117653
1615,WP_001050075.1,19,89407177.0292,4705640.896273685
1616,WP_001050103.1,34,128225928.808,3771350.847294118
1617,WP_001051003.1,31,104561383.79599999,3372947.8643870964
1618,WP_001051299.1,18,23064433268.728825,1281357403.818268
1619,WP_001051394.1,19,176271270.62200004,9277435.295894738
1620,WP_001051846.1,24,1231919631.9148,51329984.66311666
1621,WP_001052471.1,25,6381781.722,255271.26888
1622,WP_001052498.1,24,532764562.2498,22198523.427075002
1623,WP_001053085.1,33,2629301626.8592,79675806.87452121
1624,WP_001053134.1,13,2673080482.0763984,205621575.54433835
1625,WP_001053431.1,27,489795609.57159984,18140578.132281475
1626,WP_001053462.1,9,1954575921.3246,217175102.3694
1627,WP_001053574.1,18,10121756.1042,562319.7835666667
1628,WP_001053743.1,23,2095721494.4920008,91118325.8474783
1629,WP_001053850.1,28,356512075.83800006,12732574.13707143
1630,WP_001054050.1,30,3661894124.7633986,122063137.49211329
1631,WP_001054085.1,9,3663188029.8609486,407020892.2067721
1632,WP_001054325.1,30,1787382520.513001,59579417.350433365
1633,WP_001054367.1,47,2348062235.6988006,49958770.97231491
1634,WP_001054393.1,26,72353765.24239998,2782837.1247076914
1635,WP_001055381.1,12,3218305.668,268192.139
1636,WP_001058137.1,6,2003412370.4856489,333902061.7476081
1637,WP_001060166.1,30,4350263242.527083,145008774.75090277
1638,WP_001060301.1,12,210744045.58740002,17562003.79895
1639,WP_001061755.1,32,1906715569.8667998,59584861.558337495
1640,WP_001062325.1,36,901401898.8833001,25038941.635647222
1641,WP_001062346.1,17,980429077.0139,57672298.64787647
1642,WP_001062719.1,36,40383325553.601166,1121759043.155588
1643,WP_001064927.1,8,373665678.7950001,46708209.84937501
1644,WP_001066610.1,102,675623324.8781998,6623758.087041175
1645,WP_001067493.1,18,499796734.91230005,27766485.27290556
1646,WP_001067557.1,21,17282180093.691284,822960956.8424422
1647,WP_001067584.1,18,521292674.6122001,28960704.145122226
1648,WP_001067923.1,36,678328661.5769998,18842462.821583327
1649,WP_001068306.1,14,206262904.944,14733064.638857143
1650,WP_001068357.1,8,1185844747.7140005,148230593.46425006
1651,WP_001068465.1,23,169809484.858,7383021.080782609
1652,WP_001068672.1,12,1100621375.8757002,91718447.98964168
1653,WP_001068719.1,32,549610138.7004002,17175316.834387507
1654,WP_001069019.1,17,1200979911.9034002,70645877.17078824
1655,WP_001069834.1,19,894451529.0320003,47076396.26484212
1656,WP_001069860.1,24,316107345.99679995,13171139.41653333
1657,WP_001070066.1,28,561861403.7959995,20066478.706999984
1658,WP_001070118.1,16,5179228.986,323701.811625
1659,WP_001070122.1,10,182744392.39,18274439.239
1660,WP_001070149.1,6,17531286.238,2921881.039666667
1661,WP_001070308.1,15,4140215147.720004,276014343.1813336
1662,WP_001070328.1,10,149705822.41500002,14970582.241500001
1663,WP_001070403.1,26,646664809.7982998,24871723.453780763
1664,WP_001070615.1,62,2480906619.1349993,40014622.88927418
1665,WP_001070780.1,36,1556051786.8619998,43223660.74616666
1666,WP_001071110.1,33,2640752228.2009006,80022794.79396668
1667,WP_001071214.1,28,894753824.7427998,31955493.740814276
1668,WP_001071261.1,40,150352255.60300002,3758806.3900750005
1669,WP_001071434.1,21,3723887547.99198,177327978.47580856
1670,WP_001071499.1,23,9051751740.586521,393554423.50376177
1671,WP_001071872.1,28,422326525.8679999,15083090.209571425
1672,WP_001071951.1,31,4943937.196,159481.84503225808
1673,WP_001072161.1,35,547470258.569,15642007.387685714
1674,WP_001072290.1,25,3180529320.833599,127221172.83334397
1675,WP_001072660.1,20,13613328233.850794,680666411.6925397
1676,WP_001074432.1,31,52661533.4615,1698759.1439193548
1677,WP_001074459.1,44,612611087.4027002,13922979.259152276
1678,WP_001074690.1,19,2140615122.5700006,112663953.81947371
1679,WP_001074785.1,27,1746745943.388,64694294.19955555
1680,WP_001075122.1,22,1048659694.2536001,47666349.738800004
1681,WP_001075132.1,32,7612639070.770406,237894970.96157518
1682,WP_001075144.1,6,52250199.260000005,8708366.543333335
1683,WP_001075198.1,23,3616745419.5941997,157249800.85192174
1684,WP_001076098.1,26,290419569.9746,11169983.46056154
1685,WP_001076468.1,47,5802025312.6021595,123447347.0766417
1686,WP_001076957.1,43,780249243.4085999,18145331.24206046
1687,WP_001077104.1,20,688438434.2486,34421921.71243
1688,WP_001078417.1,15,1132668128.0158002,75511208.53438668
1689,WP_001078557.1,41,5646932.834,137730.0691219512
1690,WP_001079033.1,38,10834294581.04949,285113015.2907761
1691,WP_001079897.1,27,2232250014.5673995,82675926.46545924
1692,WP_001079907.1,40,91108705.80199999,2277717.6450499995
1693,WP_001080168.1,14,236105336.1831999,16864666.870228566
1694,WP_001081088.1,9,31077605.748999998,3453067.305444444
1695,WP_001081287.1,15,521634074.1309,34775604.94206
1696,WP_001081432.1,13,2023433412.4182997,155648724.0321769
1697,WP_001081629.1,22,53286992.75999999,2422136.034545454
1698,WP_001082055.1,48,96139748.89400001,2002911.4352916668
1699,WP_001082079.1,43,618207051.579,14376908.176255815
1700,WP_001082180.1,19,440864854.25399995,23203413.381789472
1701,WP_001082704.1,14,29530609.572,2109329.2551428573
1702,WP_001083529.1,32,113112769.11999999,3534774.0349999997
1703,WP_001083543.1,29,34369023.988,1185138.7582068965
1704,WP_001083572.1,15,261405785.2452,17427052.34968
1705,WP_001083687.1,38,1995133188.6568005,52503504.96465264
1706,WP_001083720.1,57,21125788354.77832,370627865.8733039
1707,WP_001083737.1,47,158327824.41340002,3368677.115178724
1708,WP_001084059.1,23,39248266.09,1706446.3517391307
1709,WP_001084286.1,14,224890288.53199998,16063592.037999999
1710,WP_001084413.1,6,428738597.52227986,71456432.92037998
1711,WP_001084700.1,17,536024351.4219999,31530844.20129411
1712,WP_001084828.1,10,2431058213.3113985,243105821.33113986
1713,WP_001085747.1,39,4521248622.433001,115929451.85725643
1714,WP_001086210.1,25,16811328.582,672453.14328
1715,WP_001086265.1,24,35617391.948,1484057.9978333332
1716,WP_001086272.1,5,282464157.068,56492831.413600005
1717,WP_001087012.1,16,471204591.41800004,29450286.963625003
1718,WP_001087205.1,21,1816616621.9429996,86505553.42585713
1719,WP_001087254.1,22,17186049.444,781184.0656363636
1720,WP_001087680.1,45,993502802.2587998,22077840.050195552
1721,WP_001088078.1,11,1588050667.7899995,144368242.52636358
1722,WP_001088499.1,42,3640585.25,86680.60119047618
1723,WP_001088655.1,38,751577702.4267999,19778360.590178944
1724,WP_001088891.1,20,663011448.4505999,33150572.422529995
1725,WP_001088908.1,16,909697357.1779997,56856084.82362498
1726,WP_001088969.1,21,231935176.74,11044532.225714287
1727,WP_001089002.1,63,5872996784.0243,93222171.17498888
1728,WP_001089345.1,54,21100991066.1794,390759093.81813705
1729,WP_001089500.1,17,41787331.28069999,2458078.310629411
1730,WP_001089660.1,28,3389258.664,121044.95228571429
1731,WP_001089694.1,21,45216029.24,2153144.2495238096
1732,WP_001092943.1,26,1921088299.8307998,73888011.53195384
1733,WP_001093510.1,11,4728647719.086799,429877065.37152714
1734,WP_001093846.1,15,62744921.291999996,4182994.7528
1735,WP_001095358.1,29,116153984.05899997,4005309.79513793
1736,WP_001096782.1,13,31000292.5884,2384637.8914153846
1737,WP_001096786.1,44,4418585572.221002,100422399.36865912
1738,WP_001097652.1,111,113513526.28760001,1022644.3809693694
1739,WP_001097889.1,38,475516278.1202003,12513586.26632106
1740,WP_001098064.1,42,34759268.2594,827601.6252238096
1741,WP_001100379.1,23,170293656.226,7404072.009826087
1742,WP_001103176.1,98,107815345.961,1100156.5914387754
1743,WP_001104042.1,21,17887331.282,851777.6800952381
1744,WP_001104074.1,32,1855386942.3324,57980841.9478875
1745,WP_001104117.1,30,69664786.7802,2322159.55934
1746,WP_001104455.1,28,209424666.62619993,7479452.37950714
1747,WP_001105137.1,10,30336493.292000003,3033649.3292000005
1748,WP_001105364.1,7,2140027351.223999,305718193.0319999
1749,WP_001106690.1,23,60745424.105000004,2641105.395869565
1750,WP_001106774.1,36,39581192.25,1099477.5625
1751,WP_001107544.1,36,103786584.464,2882960.679555556
1752,WP_001109024.1,14,5782181.016,413012.9297142857
1753,WP_001109095.1,28,20872450.257000003,745444.6520357144
1754,WP_001109419.1,36,4114341486.6422024,114287263.51783895
1755,WP_001110309.1,13,1432748659.8425996,110211435.37250766
1756,WP_001110347.1,10,5751356206.192704,575135620.6192704
1757,WP_001110736.1,66,490065627.11999995,7425236.7745454535
1758,WP_001110981.1,53,439030385.21999997,8283592.173962263
1759,WP_001111376.1,34,8255844702.132405,242818961.8274237
1760,WP_001111751.1,37,15801935686.680153,427079342.8832474
1761,WP_001113397.1,24,383644603.9329999,15985191.830541663
1762,WP_001113793.1,11,1375462902.7470002,125042082.0679091
1763,WP_001114131.1,61,262280337.5262,4299677.664363935
1764,WP_001114726.1,14,1315488967.9637003,93963497.71169288
1765,WP_001115057.1,56,454647777.1776,8118710.306742857
1766,WP_001115276.1,24,1477433010.7619994,61559708.78174997
1767,WP_001115288.1,16,3588767387.292103,224297961.70575643
1768,WP_001115336.1,10,23778369.825999998,2377836.9825999998
1769,WP_001115367.1,22,28353742.5316,1288806.4787090907
1770,WP_001116208.1,25,56784642.431,2271385.69724
1771,WP_001119768.1,11,2094946558.1479995,190449687.1043636
1772,WP_001122022.1,16,839405318.6426997,52462832.41516873
1773,WP_001122447.1,29,3754333.592,129459.77903448277
1774,WP_001123874.1,25,1240569246.4679995,49622769.858719975
1775,WP_001124477.1,16,283329037.63439995,17708064.852149997
1776,WP_001124828.1,74,7447731299.7652645,100645017.56439547
1777,WP_001125898.1,5,889983760.2761998,177996752.05523998
1778,WP_001127205.1,9,104388127.8104,11598680.867822222
1779,WP_001127234.1,20,271879418.029,13593970.901449999
1780,WP_001128366.1,13,2708238.235,208326.01807692306
1781,WP_001128536.1,33,396863473.8651001,12026165.874700002
1782,WP_001128566.1,32,140998559.60599998,4406204.987687499
1783,WP_001128627.1,23,5270811139.2994995,229165701.7086739
1784,WP_001129332.1,35,8228607.712,235103.07748571428
1785,WP_001129541.1,34,63609886.45599999,1870879.0134117645
1786,WP_001129800.1,23,654677309.272,28464230.83791304
1787,WP_001129835.1,28,908086861.6157999,32431673.62913571
1788,WP_001129912.1,17,639092135.3330001,37593655.01958824
1789,WP_001130948.1,72,87614962.418,1216874.4780277777
1790,WP_001131037.1,72,502925551.6989999,6985077.106930554
1791,WP_001131807.1,5,283335361.8463,56667072.36926
1792,WP_001131967.1,10,2833470493.643899,283347049.3643899
1793,WP_001132417.1,33,223190324.2519999,6763343.159151512
1794,WP_001134756.1,35,79990383.616,2285439.5318857143
1795,WP_001136112.1,33,20190923.22,611846.1581818182
1796,WP_001136707.1,39,216232975.34300005,5544435.26520513
1797,WP_001136732.1,19,110957349261.61826,5839860487.453592
1798,WP_001136837.1,18,136065193.84849998,7559177.436027776
1799,WP_001137375.1,40,28019214.786000002,700480.36965
1800,WP_001137734.1,27,190866132.10160002,7069116.003762964
1801,WP_001137844.1,25,27683555943.492214,1107342237.7396886
1802,WP_001137995.1,82,29239501963.578773,356579292.23876554
1803,WP_001140951.1,10,111247668.47600001,11124766.847600002
1804,WP_001141158.1,19,57289080.780219994,3015214.7779063154
1805,WP_001141234.1,26,8377934611.983001,322228254.3070385
1806,WP_001141641.1,7,12277905358.957695,1753986479.8510993
1807,WP_001141967.1,13,117904120.91099997,9069547.762384612
1808,WP_001142358.1,14,376148211.741,26867729.41007143
1809,WP_001142685.1,32,403337562.89979994,12604298.840618748
1810,WP_001142835.1,58,60568937.95339999,1044292.0336793102
1811,WP_001143626.1,22,209680615.20800003,9530937.054909093
1812,WP_001143646.1,10,163232103.57342997,16323210.357342998
1813,WP_001146728.1,33,5319422.958,161194.63509090908
1814,WP_001147202.1,21,91151696.5171,4340556.977004762
1815,WP_001148175.1,16,334434688.1980001,20902168.012375005
1816,WP_001148872.1,37,114051892775.87659,3082483588.537205
1817,WP_001151299.1,45,101068080.22979999,2245957.3384399996
1818,WP_001151672.1,14,14360725359.249886,1025766097.0892775
1819,WP_001153017.1,16,360168191.41700006,22510511.963562503
1820,WP_001153324.1,58,100916633.74599998,1739941.9611379306
1821,WP_001155666.1,12,33742765.912,2811897.1593333334
1822,WP_001156166.1,28,86457135.342,3087754.8336428567
1823,WP_001156251.1,82,735368872.5286,8967913.079617074
1824,WP_001156599.1,8,1406603123.3359997,175825390.41699997
1825,WP_001157561.1,35,92703446.764,2648669.907542857
1826,WP_001157779.1,26,1147886192.961201,44149468.96004619
1827,WP_001158185.1,19,600038296.108,31580962.953052633
1828,WP_001158622.1,35,1668692785.9643989,47676936.74183997
1829,WP_001159758.1,15,992437164.1382002,66162477.609213345
1830,WP_001160150.1,27,10480117718.121805,388152508.0785854
1831,WP_001161019.1,23,34349425.9608,1493453.3026434781
1832,WP_001162965.1,7,380288290.65709996,54326898.6653
1833,WP_001164600.1,25,75577499.3176,3023099.972704
1834,WP_001164879.1,12,10243885500.907103,853657125.0755919
1835,WP_001165152.1,53,2376679771.0582004,44843014.54826793
1836,WP_001165331.1,17,21429744575.178288,1260573210.3046052
1837,WP_001165798.1,45,1106934.794,24598.550977777777
1838,WP_001166217.1,43,422542809.2029999,9826576.9582093
1839,WP_001166258.1,27,213871200.0448,7921155.557214815
1840,WP_001166546.1,39,1557731445.8692806,39941831.94536617
1841,WP_001166720.1,35,3210915108.3655005,91740431.66758573
1842,WP_001167022.1,10,41675712.588,4167571.2588
1843,WP_001167091.1,9,38235120.61,4248346.734444444
1844,WP_001168400.1,13,30318759.14,2332212.2415384618
1845,WP_001169127.1,13,1340798.3818,103138.33706153846
1846,WP_001169645.1,20,1389949676.9203994,69497483.84601997
1847,WP_001170205.1,20,28117820.342,1405891.0171
1848,WP_001170509.1,19,14030437.634,738444.086
1849,WP_001170928.1,12,186321134.6,15526761.216666667
1850,WP_001171454.1,69,180998065.67259997,2623160.3720666664
1851,WP_001173870.1,18,3346809138.9570994,185933841.0531722
1852,WP_001173879.1,11,9747078.066,886098.0059999999
1853,WP_001173977.1,10,7949827116.439795,794982711.6439794
1854,WP_001174417.1,30,2293444201.824297,76448140.0608099
1855,WP_001177028.1,13,37043278.523,2849482.9633076927
1856,WP_001178919.1,21,30825007.354,1467857.493047619
1857,WP_001181520.1,22,189289149.58599994,8604052.253909089
1858,WP_001181527.1,12,41784527.23499999,3482043.9362499993
1859,WP_001181593.1,36,87097765.138,2419382.3649444445
1860,WP_001181792.1,15,2146473938.4309013,143098262.5620601
1861,WP_001183065.1,8,2943759177.2122,367969897.151525
1862,WP_001183580.1,13,125835726.834,9679671.294923078
1863,WP_001183723.1,48,2071574531.3332005,43157802.73610834
1864,WP_001183762.1,17,374261910.4059401,22015406.494467065
1865,WP_001185518.1,31,1177230178.3997998,37975167.04515483
1866,WP_001186638.1,9,935048533.5649998,103894281.5072222
1867,WP_001188390.1,13,147092498.96,11314807.612307694
1868,WP_001188705.1,46,1500017011.6243,32609065.470093478
1869,WP_001188723.1,13,3271128759.709601,251625289.20843083
1870,WP_001188789.1,29,7362691136.400501,253885901.2551897
1871,WP_001189133.1,27,3597560029.117,133242964.04137038
1872,WP_001189850.1,25,5399109.52,215964.38079999998
1873,WP_001190299.1,45,1743722248.1603992,38749383.29245332
1874,WP_001190627.1,29,14849956049.499725,512067449.98274916
1875,WP_001190664.1,18,1234879703.0616,68604427.94786666
1876,WP_001190719.1,16,49491559.61,3093222.475625
1877,WP_001191099.1,22,2032938136.8666003,92406278.94848183
1878,WP_001191980.1,11,4995451122.216399,454131920.2014908
1879,WP_001192276.1,39,745018664.7599999,19103042.686153844
1880,WP_001192484.1,9,43630594.294,4847843.810444444
1881,WP_001192756.1,14,1124846312.3590002,80346165.16850002
1882,WP_001193047.1,13,7347401.008,565184.6929230769
1883,WP_001197044.1,33,788549449.1747998,23895437.853781812
1884,WP_001198107.1,28,19458172286.91349,694934724.5326246
1885,WP_001199109.1,21,213831808.52754,10182467.07274
1886,WP_001199925.1,40,12353150381.68703,308828759.54217577
1887,WP_001199946.1,56,5329594072.784798,95171322.72829996
1888,WP_001200127.1,19,207108420.9160001,10900443.206105268
1889,WP_001200973.1,12,125668817.922,10472401.4935
1890,WP_001201672.1,55,995848621.2929003,18106338.568961825
1891,WP_001201862.1,31,1972598154.241499,63632198.52391932
1892,WP_001202091.1,31,10121655960.704847,326505030.99047893
1893,WP_001202539.1,13,29637122.86,2279778.6815384617
1894,WP_001205720.1,17,60972874.783999994,3586639.69317647
1895,WP_001205796.1,44,6140027.611,139546.0820681818
1896,WP_001206796.1,9,34473079.186000004,3830342.1317777783
1897,WP_001206943.1,42,20144265638.26393,479625372.33961743
1898,WP_001206947.1,9,34200627.284,3800069.6982222223
1899,WP_001207830.1,23,7612626576.709796,330983764.2047737
1900,WP_001208436.1,18,5758321.68,319906.76
1901,WP_001209037.1,20,57823217.838,2891160.8919
1902,WP_001210323.1,15,158383663.71999997,10558910.914666664
1903,WP_001211392.1,18,2191833129.0829988,121768507.1712777
1904,WP_001211503.1,20,182375694.1572,9118784.70786
1905,WP_001211774.1,29,53227920.524000004,1835445.535310345
1906,WP_001212530.1,15,557406526.7039999,37160435.11359999
1907,WP_001212829.1,67,11374540.212000001,169769.2568955224
1908,WP_001213235.1,24,11480721.622,478363.40091666667
1909,WP_001216304.1,24,18392567.244,766356.9685
1910,WP_001216953.1,16,363101995.58728004,22693874.724205002
1911,WP_001217386.1,54,977376556.9000001,18099565.86851852
1912,WP_001217817.1,28,576574056.3802001,20591930.58500715
1913,WP_001220028.1,25,282582011.436,11303280.45744
1914,WP_001220497.1,20,2904853745.5699987,145242687.27849993
1915,WP_001221057.1,17,584098.0662,34358.70977647059
1916,WP_001221130.1,21,718237209.6958001,34201771.89027619
